day,n,theory_bps,theory_p,low_inst_bps,crush_bps,vs_crush_p,vs_lowinst_p,beats_controls
2,14696,3.9423247986921988,0.07937251513574384,2.434686330417389,6.35280606357236,0.4653563925715043,0.7396732096926921,no
3,14622,3.254046469278956,0.11058621745548233,6.518535863087747,1.7611117737461668,0.6045765835869514,0.40777204820377255,no
4,14659,2.450395545850353,0.21157335226778567,6.6380549450073065,1.0323147514684623,0.592993834669374,0.2762242269385554,no
5,14759,4.39626439104968,0.01816051904306047,2.874621638276246,3.412489899703647,0.7044910076343346,0.6687006264679007,no
6,14748,3.5476418813396076,0.04235335698069543,7.951677128380303,5.625466806119837,0.41437046173372993,0.22310240725159305,no
7,14713,3.3399816837325416,0.08178343164438476,0.7770318991829233,6.859123851247014,0.17923413273540723,0.45879090182788707,no
8,14770,1.2365092300419054,0.5381381782147717,7.082490824564466,3.208726981734037,0.43330372828263053,0.10656885309207655,no
9,14856,3.5842732102908474,0.0727401402553075,-2.107832835354985,4.519238730629724,0.7254307749859898,0.11309845160805984,no
10,14765,-0.3704379479296607,0.8351977476514422,2.7615564861540505,2.8758344544437295,0.18228204170238935,0.367021077048212,no
