bucket,n,dip_bps,dip_p,pop_bps,pop_p,pop_win_rate,median_value,pop_p_holm_battery,pop_p_bh_battery
Q1,7577,40.79988327607773,7.008626207628101e-06,1.737167734038908,0.5769632811973581,0.4881879371783028,364.0,1.0,0.8905523433132861
Q2,7621,48.228601621765215,3.2025044735851272e-09,0.36341430823235016,0.8905523433132861,0.4983597953024537,560.0,1.0,0.8905523433132861
Q3,7597,45.53437994598283,2.0486854948827643e-09,-1.006757955912402,0.649128717641287,0.48703435566671055,901.0,1.0,0.8905523433132861
Q4,7611,40.27033526154957,3.5221213155549426e-10,2.054391539933839,0.31159125976947555,0.49927736171330966,1550.0,1.0,0.8905523433132861
Q5,7607,44.59481777733163,4.40073708477709e-15,2.0451328552598644,0.24965034057145918,0.5080846588668332,3066.0,1.0,0.8905523433132861
