bucket,n,dip_bps,dip_p,pop_bps,pop_p,pop_win_rate,median_value,pop_p_holm_battery,pop_p_bh_battery
Q1,7486,40.15481301240285,2.0029612788973394e-05,0.598407640232359,0.8310086571661184,0.4899812984237243,1613530496.0,1.0,0.8905523433132861
Q2,7488,45.778331118434075,1.3999228687360108e-08,1.0758312579676648,0.7128414883729027,0.4930555555555556,5197238784.0,1.0,0.8905523433132861
Q3,7482,42.661507101463755,1.759181015585462e-08,-1.0286251552321481,0.6523641631706695,0.4902432504677894,13176587264.0,1.0,0.8905523433132861
Q4,7502,42.877334234161204,2.5019447407256056e-11,2.695218347334865,0.19021911634861138,0.5006664889362836,36544155648.0,1.0,0.8905523433132861
Q5,7531,45.74477187148569,3.2130608917753418e-15,1.4057729646346757,0.4395129731989479,0.5071039702562741,147563806720.0,1.0,0.8905523433132861
