bucket,n,dip_bps,dip_p,pop_bps,pop_p,pop_win_rate,median_value,pop_p_holm_battery,pop_p_bh_battery
Q1,7605,48.34907372042403,1.2030151757326238e-12,0.5231261534355732,0.7853129320838208,0.5013806706114399,0.35479999900000003,1.0,0.8905523433132861
Q2,7618,47.7219892326563,4.643177557300245e-12,1.3058185769498918,0.5372964118436289,0.498162247309005,0.41739999699999997,1.0,0.8905523433132861
Q3,7567,46.422744542171976,2.1920640205984434e-11,0.39928071871053383,0.8642202938488347,0.49253336857407165,0.463499996,1.0,0.8905523433132861
Q4,7628,48.13381874490856,3.881969798843959e-09,2.015151072276224,0.42499992514548995,0.4925275301520713,0.5170999949999999,1.0,0.8905523433132861
Q5,7637,29.27535851095242,0.0005716227058929141,0.8204972375949255,0.759428850773461,0.4957444022521933,0.5874999979999999,1.0,0.8905523433132861
